City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,katsuura,35.1333,140.3,4.81,45,100,3.35,JP,2025-02-05
281,anadyr,64.75,177.4833,-29.72,67,5,9.0,RU,2025-02-05
282,ambon,-3.6954,128.1814,31.62,100,40,1.03,ID,2025-02-05
283,el calafate,-50.3408,-72.2768,10.48,61,88,4.73,AR,2025-02-05
284,tezu,27.9167,96.1667,16.04,51,19,1.57,IN,2025-02-05
285,bahcelievler,41.0023,28.8598,5.71,52,75,5.66,TR,2025-02-05
286,helena valley west central,46.6629,-112.0604,-19.51,78,100,4.12,US,2025-02-05
287,ulundi,-28.3352,31.4162,20.14,87,2,1.9,ZA,2025-02-05
288,fenoarivo be,-18.4333,46.5667,19.47,97,100,1.12,MG,2025-02-05
289,happy valley-goose bay,53.3168,-60.3315,-15.83,66,75,6.17,CA,2025-02-05
290,tabou,4.423,-7.3528,26.2,86,39,2.46,CI,2025-02-05
291,qamdo,31.1667,97.2333,-2.19,51,10,1.87,CN,2025-02-05
292,vorgashor,67.5833,63.95,-17.67,95,100,2.87,RU,2025-02-05
293,kuhmo,64.1333,29.5167,-16.18,91,100,4.69,FI,2025-02-05
294,newman,37.3138,-121.0208,16.7,73,100,5.81,US,2025-02-05
295,benghazi,32.1167,20.0667,15.82,64,12,5.14,LY,2025-02-05
296,la'ie,21.6477,-157.9253,22.28,80,66,2.24,US,2025-02-05
297,rikaze,29.25,88.8833,-3.48,30,0,0.75,CN,2025-02-05
298,petauke,-14.2426,31.3253,18.91,98,100,0.99,ZM,2025-02-05
299,mossendjo,-2.9506,12.7261,21.83,99,100,0.24,CG,2025-02-05
300,ratekau,53.95,10.7333,2.96,81,100,3.09,DE,2025-02-05
301,saacow,1.6279,42.4407,24.74,67,97,5.45,SO,2025-02-05
302,kokopo,-4.352,152.2633,29.07,69,100,4.43,PG,2025-02-05
303,cockburn town,21.4612,-71.1419,24.96,70,23,8.55,TC,2025-02-05
304,pangody,65.85,74.4859,-20.11,100,89,3.28,RU,2025-02-05
305,taseyevo,57.2169,94.8978,-17.78,96,92,3.06,RU,2025-02-05
306,leh,34.1667,77.5833,-13.98,98,100,0.62,IN,2025-02-05
307,mendi,-6.1761,143.6513,19.0,82,100,1.82,PG,2025-02-05
308,york,40.1254,-77.0,2.55,45,0,2.57,US,2025-02-05
309,roma,43.2128,-75.4557,-4.92,80,100,5.14,US,2025-02-05
310,al fayyum,29.31,30.8418,12.02,81,6,2.84,EG,2025-02-05
311,newtown trim,53.5561,-6.77,3.74,89,100,5.59,IE,2025-02-05
312,klaksvik,62.2266,-6.589,4.9,66,9,10.53,FO,2025-02-05
313,talcahuano,-36.7167,-73.1167,16.82,77,0,3.6,CL,2025-02-05
314,zanjan,36.6736,48.4787,0.1,47,65,1.57,IR,2025-02-05
315,okhotsk,59.3833,143.3,-25.73,82,38,4.58,RU,2025-02-05
316,claudio,-20.4433,-44.7658,19.71,88,14,1.28,BR,2025-02-05
317,takoradi,4.8845,-1.7554,26.65,85,11,3.79,GH,2025-02-05
318,dzhambeyty,50.2536,52.595,-9.97,84,80,4.48,KZ,2025-02-05
319,merizo village,13.2658,144.6691,29.31,82,82,7.81,GU,2025-02-05
320,saint-francois,46.4154,3.9054,-1.85,100,100,1.03,FR,2025-02-05
321,sao joao da barra,-21.6403,-41.0511,25.31,86,0,9.18,BR,2025-02-05
322,labytnangi,66.6572,66.4183,-23.17,97,100,3.39,RU,2025-02-05
323,kingston,17.997,-76.7936,27.53,61,20,3.09,JM,2025-02-05
324,lawas,13.764,121.0566,26.19,79,98,4.7,PH,2025-02-05
325,zaozersk,69.4005,32.4476,-17.96,89,100,4.11,RU,2025-02-05
326,berrotaran,-32.451,-64.3887,22.27,55,3,0.9,AR,2025-02-05
327,moussoro,13.6408,16.4901,20.72,14,0,5.66,TD,2025-02-05
328,kitimat,54.0524,-128.6534,-8.92,70,0,3.22,CA,2025-02-05
329,xichang,27.8964,102.2634,6.49,76,94,0.38,CN,2025-02-05
330,manokwari,-0.8667,134.0833,27.55,74,100,1.57,ID,2025-02-05
331,mogocha,53.7333,119.7667,-24.29,92,100,2.87,RU,2025-02-05
332,sindgi,16.9167,76.2333,21.55,37,18,3.86,IN,2025-02-05
333,muli,2.9167,73.5667,27.37,63,18,5.54,MV,2025-02-05
334,tralee,52.2704,-9.7026,5.98,76,26,5.24,IE,2025-02-05
335,mana,5.6592,-53.7767,25.32,86,100,4.11,GF,2025-02-05
336,sovetskiy,61.3614,63.5842,-13.59,97,99,0.58,RU,2025-02-05
337,malpica,43.3228,-8.8105,10.68,100,99,3.04,ES,2025-02-05
338,tofol,5.3248,163.0078,26.88,89,100,5.14,FM,2025-02-05
339,utrik,11.2278,169.8474,26.64,80,16,9.56,MH,2025-02-05
340,peniche,39.3558,-9.3811,10.25,91,10,2.3,PT,2025-02-05
341,san antonio de pale,-1.4014,5.6325,27.35,80,99,4.03,GQ,2025-02-05
342,xai-xai,-25.0519,33.6442,23.95,86,100,3.58,MZ,2025-02-05
343,luga,58.7372,29.8453,-9.81,92,59,2.26,RU,2025-02-05
344,puerto baquerizo moreno,-0.9,-89.6,24.39,86,8,3.93,EC,2025-02-05
345,lewistown,40.5992,-77.5714,0.09,74,0,0.0,US,2025-02-05
346,agadez,19.75,10.25,18.99,16,13,4.35,NE,2025-02-05
347,cascais,38.6979,-9.4215,10.54,67,0,2.49,PT,2025-02-05
348,tsiombe,-25.3,45.4833,24.03,73,82,5.64,MG,2025-02-05
349,chirilagua,13.2203,-88.1386,26.76,45,1,1.41,SV,2025-02-05
350,zipaquira,5.0221,-74.0048,11.22,86,100,1.74,CO,2025-02-05
351,ntoum,0.3833,9.7833,24.99,94,50,1.35,GA,2025-02-05
352,murzuq,25.9155,13.9184,14.91,35,100,4.33,LY,2025-02-05
353,acajutla,13.5928,-89.8275,26.8,72,100,2.07,SV,2025-02-05
354,solrod strand,55.5328,12.2223,4.18,87,100,5.14,DK,2025-02-05
355,qashyr,53.0675,76.1036,-5.53,96,100,3.23,KZ,2025-02-05
356,patong,7.8961,98.2966,27.08,75,36,5.8,TH,2025-02-05
357,rongelap,11.1635,166.8941,26.56,80,87,9.12,MH,2025-02-05
358,kibakwe,-6.7167,36.3667,18.14,95,100,0.54,TZ,2025-02-05
359,al kharijah,25.4514,30.5464,14.77,46,99,3.69,EG,2025-02-05
360,constitucion,-35.3333,-72.4167,14.14,79,0,3.4,CL,2025-02-05
361,buala,-8.145,159.5921,30.28,64,100,2.58,SB,2025-02-05
362,puerto aysen,-45.4,-72.7,8.82,93,11,1.59,CL,2025-02-05
363,darnah,32.767,22.6367,14.53,73,34,7.35,LY,2025-02-05
364,aldinga beach,-35.2793,138.4604,22.82,47,10,6.47,AU,2025-02-05
365,panama city beach,30.1766,-85.8055,17.79,96,93,2.17,US,2025-02-05
366,turpan,42.9333,89.1667,-3.43,45,4,1.09,CN,2025-02-05
367,verkhnevilyuysk,63.4453,120.3167,-38.29,100,36,1.41,RU,2025-02-05
368,amahai,-3.3333,128.9167,28.15,71,100,0.95,ID,2025-02-05
369,mandalgovi,45.7625,106.2708,-16.52,68,16,8.81,MN,2025-02-05
370,poso,-1.3959,120.7524,29.32,62,100,0.67,ID,2025-02-05
371,castillos,-34.1667,-53.8333,23.95,92,72,3.77,UY,2025-02-05
372,sao jose da coroa grande,-8.8978,-35.1478,26.54,76,89,4.81,BR,2025-02-05
373,bloomfield,40.8068,-74.1854,2.04,56,40,5.66,US,2025-02-05
374,harper,4.375,-7.7169,26.39,85,12,2.63,LR,2025-02-05
375,azangaro,-14.9167,-70.2167,4.29,92,100,3.06,PE,2025-02-05
376,dickinson,29.4608,-95.0513,22.23,90,20,4.12,US,2025-02-05
377,clarence town,-32.5833,151.7833,32.95,33,0,1.56,AU,2025-02-05
378,klyuchi,52.2667,79.1667,-9.02,98,98,2.91,RU,2025-02-05
379,freetown,8.484,-13.2299,24.58,75,83,2.83,SL,2025-02-05
380,piacabucu,-10.4056,-36.4344,26.14,71,0,4.31,BR,2025-02-05
381,ilhabela,-23.7781,-45.3581,25.06,88,100,1.97,BR,2025-02-05
382,sheridan,44.8333,-106.9173,-16.79,71,75,2.06,US,2025-02-05
383,new plymouth,-39.0667,174.0833,21.43,62,78,3.1,NZ,2025-02-05
384,pocahontas,36.2615,-90.9712,6.93,87,100,6.17,US,2025-02-05
385,al burayqah,30.4062,19.5739,15.83,59,76,5.35,LY,2025-02-05
386,kletskaya,49.3145,43.0584,-4.41,91,7,4.86,RU,2025-02-05
387,khanty-mansiysk,61.0042,69.0019,-6.94,93,100,2.0,RU,2025-02-05
388,kurumkan,54.3,110.3,-28.41,89,48,1.91,RU,2025-02-05
389,port isabel,26.0734,-97.2086,21.71,94,100,4.63,US,2025-02-05
390,tosontsengel,48.7567,98.2839,-28.25,97,100,2.17,MN,2025-02-05
391,skelleftea,64.7507,20.9528,-3.33,100,100,5.14,SE,2025-02-05
392,mossel bay,-34.1831,22.146,19.56,83,0,5.02,ZA,2025-02-05
393,kouango,4.9934,19.9619,25.78,29,96,0.58,CF,2025-02-05
394,swakopmund,-22.6833,14.5333,18.61,89,100,1.19,NA,2025-02-05
395,aquin,18.2833,-73.4,24.19,77,1,1.03,HT,2025-02-05
396,erfurt,50.9833,11.0333,-1.45,73,88,1.64,DE,2025-02-05
397,tromso,69.6496,18.957,-2.99,74,75,12.35,NO,2025-02-05
398,uzgen,40.7699,73.3007,-5.17,71,100,2.75,KG,2025-02-05
399,iron river,46.0927,-88.6423,-15.65,93,100,2.52,US,2025-02-05
400,saint albans,51.75,-0.3333,5.63,92,0,3.09,GB,2025-02-05
401,pandan,14.0453,124.1694,26.34,83,85,4.57,PH,2025-02-05
402,vallenar,-28.5708,-70.7581,19.77,61,0,1.76,CL,2025-02-05
403,lucas,41.6501,-83.6666,-2.17,66,0,4.63,US,2025-02-05
404,vorkuta,67.5,64.0,-17.66,95,100,2.69,RU,2025-02-05
405,nouadhibou,20.931,-17.0347,16.99,77,0,9.26,MR,2025-02-05
406,mthatha,-31.5889,28.7844,23.53,73,94,1.6,ZA,2025-02-05
407,kununurra,-15.7667,128.7333,32.99,55,49,2.57,AU,2025-02-05
408,mto wa mbu,-3.35,35.85,20.04,74,100,2.47,TZ,2025-02-05
409,mariehamn,60.0973,19.9348,1.92,100,100,7.72,AX,2025-02-05
410,itoman,26.1247,127.6694,15.61,47,40,6.69,JP,2025-02-05
411,baie-saint-paul,47.4411,-70.4986,-12.13,70,0,4.43,CA,2025-02-05
412,thames,-37.1333,175.5333,26.21,42,100,3.65,NZ,2025-02-05
413,thanh hoa,19.8,105.7667,15.2,70,100,1.63,VN,2025-02-05
414,bodo,67.28,14.405,-2.81,97,100,15.95,NO,2025-02-05
415,basco,20.4487,121.9702,19.21,75,100,13.62,PH,2025-02-05
416,san luis de la loma,17.2706,-100.8939,25.3,73,0,2.16,MX,2025-02-05
417,kani keli,-12.9536,45.1033,28.59,79,100,7.51,YT,2025-02-05
418,xunchang,28.4543,104.715,7.14,94,100,0.88,CN,2025-02-05
419,katsuren-haebaru,26.3369,127.8719,15.61,43,75,5.66,JP,2025-02-05
420,ulsteinvik,62.3432,5.8487,5.17,90,100,1.34,NO,2025-02-05
421,itamaraca,-7.7478,-34.8256,25.19,86,100,4.41,BR,2025-02-05
422,angra do heroismo,38.65,-27.2167,16.34,100,75,6.47,PT,2025-02-05
423,rancho palos verdes,33.7445,-118.387,15.57,82,75,4.63,US,2025-02-05
424,polyarnyy,69.1989,33.4478,-16.72,91,100,8.67,RU,2025-02-05
425,hami,42.8,93.45,-7.23,46,0,1.5,CN,2025-02-05
426,mount gambier,-37.8333,140.7667,20.94,38,12,5.88,AU,2025-02-05
427,madalena,41.2162,-8.3345,7.39,83,93,1.29,PT,2025-02-05
428,rio grande,-32.035,-52.0986,24.59,94,1,5.98,BR,2025-02-05
429,hilo,19.7297,-155.09,25.85,75,40,3.6,US,2025-02-05
430,saudarkrokur,65.7461,-19.6394,-3.33,77,33,7.85,IS,2025-02-05
431,cartagena del chaira,1.3349,-74.8429,25.9,57,100,1.21,CO,2025-02-05
432,saint-pierre,-21.3393,55.4781,25.82,83,0,3.09,RE,2025-02-05
433,pontianak,-0.0333,109.3333,24.99,100,75,2.57,ID,2025-02-05
434,sidney,-33.8679,151.2073,32.97,62,6,2.24,AU,2025-02-05
435,thunder bay,48.4001,-89.3168,-15.01,51,0,5.66,CA,2025-02-05
436,eagle point,42.4726,-122.8028,1.6,95,100,0.0,US,2025-02-05
437,biltine,14.5333,20.9167,22.0,17,0,5.39,TD,2025-02-05
438,amarpur,25.0333,86.9,14.77,44,5,1.76,IN,2025-02-05
439,ust'-uda,54.1742,103.0304,-16.28,83,100,7.78,RU,2025-02-05
440,omaruru,-21.4333,15.9333,20.51,85,100,1.34,NA,2025-02-05
441,birzebbuga,35.8258,14.5269,9.38,93,0,1.54,MT,2025-02-05
442,lucapa,-8.4192,20.7447,18.11,95,100,0.89,AO,2025-02-05
443,oral,51.2333,51.3667,-8.01,79,0,7.0,KZ,2025-02-05
444,tadine,-21.55,167.8833,26.51,79,100,3.92,NC,2025-02-05
445,perth,-31.9333,115.8333,31.13,40,0,7.72,AU,2025-02-05
446,patiya,22.2931,91.9762,16.97,94,40,0.0,BD,2025-02-05
447,upata,8.0086,-62.3989,22.55,82,68,2.89,VE,2025-02-05
448,mora,11.0461,14.1401,20.66,20,27,2.61,CM,2025-02-05
449,kirensk,57.7853,108.1119,-25.84,91,100,3.91,RU,2025-02-05
450,puerto lopez,4.0845,-72.956,29.73,39,20,2.37,CO,2025-02-05
451,glen innes,-29.7333,151.7333,17.94,78,100,0.84,AU,2025-02-05
452,djibo,14.1022,-1.6306,22.16,12,69,5.96,BF,2025-02-05
453,atafu village,-8.5421,-172.5159,28.65,67,9,5.94,TK,2025-02-05
454,atherton,53.5237,-2.4935,5.25,82,38,0.89,GB,2025-02-05
455,aoulef,26.9667,1.0833,13.29,24,0,6.44,DZ,2025-02-05
456,alexandria,31.2156,29.9553,16.03,77,30,6.26,EG,2025-02-05
457,nagqu,31.5,92.0,-7.46,26,0,0.17,CN,2025-02-05
458,puerto armuelles,8.2833,-82.8667,26.72,56,0,0.45,PA,2025-02-05
459,shimoda,34.6667,138.95,3.91,57,0,12.62,JP,2025-02-05
460,macherla,16.4833,79.4333,21.5,49,11,2.22,IN,2025-02-05
461,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,70,20,0.51,ID,2025-02-05
462,bel ombre,-4.6167,55.4167,26.45,79,20,4.8,SC,2025-02-05
463,le port,-20.9373,55.2919,26.05,96,54,3.53,RE,2025-02-05
464,arkhangel'sk,64.5401,40.5433,-12.94,85,100,2.0,RU,2025-02-05
465,kerikeri,-35.2268,173.9474,25.22,50,22,3.49,NZ,2025-02-05
466,tripoli,32.8752,13.1875,13.63,75,99,2.8,LY,2025-02-05
467,khandyga,62.6667,135.6,-37.98,91,37,0.49,RU,2025-02-05
468,petawawa,45.9001,-77.3328,-15.12,71,20,2.57,CA,2025-02-05
469,fisterra,42.9049,-9.2629,12.29,72,71,2.46,ES,2025-02-05
470,moyale,3.5167,39.0584,18.87,23,98,5.17,KE,2025-02-05
471,northam,51.0333,-4.2167,7.11,78,0,1.34,GB,2025-02-05
472,tinghir,31.5157,-5.5343,6.41,54,6,2.51,MA,2025-02-05
473,paka,4.6374,103.4368,24.99,88,40,0.0,MY,2025-02-05
474,valle de la pascua,9.2155,-66.0073,24.87,68,12,4.44,VE,2025-02-05
475,domna,51.8971,113.1573,-18.91,60,40,3.0,RU,2025-02-05
476,sambava,-14.2667,50.1667,23.88,93,100,2.08,MG,2025-02-05
477,bengkulu,-3.8004,102.2655,23.8,89,100,1.67,ID,2025-02-05
478,isangel,-19.55,169.2667,30.06,74,75,1.03,VU,2025-02-05
479,rabo de peixe,37.8,-25.5833,17.77,99,100,3.09,PT,2025-02-05
480,bubaque,11.2833,-15.8333,25.16,50,100,7.24,GW,2025-02-05
481,plettenberg bay,-34.0527,23.3716,18.99,90,14,3.22,ZA,2025-02-05
482,bandarbeyla,9.4942,50.8122,21.33,74,57,7.61,SO,2025-02-05
483,finote selam,10.7,37.2667,16.19,42,7,1.25,ET,2025-02-05
484,tchollire,8.4022,14.1698,22.07,16,65,0.2,CM,2025-02-05
485,kaa-khem,51.6833,94.7333,-24.24,98,100,1.39,RU,2025-02-05
486,calvinia,-31.4707,19.776,15.7,55,0,2.48,ZA,2025-02-05
487,bokovskaya,49.229,41.8306,-6.32,90,19,4.6,RU,2025-02-05
488,tver,56.8619,35.8931,-4.91,90,10,2.88,RU,2025-02-05
489,masterton,-40.9597,175.6575,24.44,26,3,2.84,NZ,2025-02-05
490,cidreira,-30.1811,-50.2056,25.2,92,0,4.94,BR,2025-02-05
491,lionel town,17.8101,-77.2406,23.89,79,4,2.55,JM,2025-02-05
492,chui,-33.6971,-53.4616,24.38,92,39,3.51,UY,2025-02-05
493,minzhu,43.7286,127.3447,-20.09,89,99,1.53,CN,2025-02-05
494,el bauga,18.262,33.9081,21.27,73,0,4.61,SD,2025-02-05
495,dumai,1.6833,101.45,23.98,94,91,0.68,ID,2025-02-05
496,rawson,-43.3002,-65.1023,17.16,34,0,5.14,AR,2025-02-05
497,beipiao,41.7919,120.7792,-12.35,38,0,4.91,CN,2025-02-05
498,lycksele,64.5954,18.6735,-4.07,93,100,5.14,SE,2025-02-05
499,tananger,58.9333,5.6,7.94,79,75,5.14,NO,2025-02-05
500,ceerigaabo,10.6162,47.368,9.76,55,11,1.63,SO,2025-02-05
501,padang,-0.9492,100.3543,26.03,71,93,1.38,ID,2025-02-05
502,yung shue wan,22.2333,114.1167,15.34,72,4,0.89,HK,2025-02-05
503,banikoara,11.2985,2.4386,24.89,16,14,2.44,BJ,2025-02-05
504,bamboo flat,11.7,92.7167,23.05,94,20,1.03,IN,2025-02-05
505,portland,45.5234,-122.6762,5.45,75,100,2.24,US,2025-02-05
506,santa clara de valladares,19.6382,-102.4904,20.42,39,17,1.57,MX,2025-02-05
507,howrah,22.5892,88.3103,18.0,88,20,0.0,IN,2025-02-05
508,harstad,68.799,16.5293,-1.03,86,100,4.02,NO,2025-02-05
509,tual,-5.6667,132.75,27.47,80,100,8.6,ID,2025-02-05
510,ta`u,-14.2336,-169.5144,28.33,71,25,3.33,AS,2025-02-05
511,kristiansund,63.1115,7.732,5.63,93,100,5.14,NO,2025-02-05
512,sorong,-0.8833,131.25,28.52,73,100,2.64,ID,2025-02-05
513,omdurman,15.6445,32.4777,25.04,31,0,5.29,SD,2025-02-05
514,krasnogvardeyskoye,45.8456,41.5186,-1.07,85,10,2.81,RU,2025-02-05
515,benguela,-12.5763,13.4055,25.02,86,100,1.59,AO,2025-02-05
516,umm kaddadah,13.6017,26.6876,19.85,26,0,6.45,SD,2025-02-05
517,antsiranana,-12.2787,49.2917,24.29,89,100,4.52,MG,2025-02-05
518,andergrove,-21.0833,149.1833,26.1,84,100,3.13,AU,2025-02-05
519,selfoss,63.9331,-20.9971,-0.53,62,100,15.81,IS,2025-02-05
520,smithers,54.7804,-127.1743,-16.82,66,0,0.0,CA,2025-02-05
521,bardai,11.65,7.2333,19.52,11,39,4.27,NG,2025-02-05
522,karnobat,42.65,26.9833,-1.45,71,0,2.28,BG,2025-02-05
523,kargasok,59.0556,80.8572,-23.76,100,46,0.96,RU,2025-02-05
524,sisimiut,66.9395,-53.6735,-19.67,95,100,1.69,GL,2025-02-05
525,bestobe,52.4994,73.0975,-15.15,98,100,1.36,KZ,2025-02-05
526,mugango,-1.6833,33.7,19.4,87,82,2.83,TZ,2025-02-05
527,kavaratti,10.5669,72.642,27.61,70,50,5.06,IN,2025-02-05
528,khada,27.1833,83.8833,13.95,48,10,0.99,IN,2025-02-05
529,khovd,48.0056,91.6419,-20.18,61,0,3.68,MN,2025-02-05
530,cardenas,23.0375,-81.2047,22.42,82,7,4.64,CU,2025-02-05
531,mitu,1.1983,-70.1733,24.94,74,65,0.89,CO,2025-02-05
532,lethbridge,49.7,-112.8186,-22.94,64,75,3.09,CA,2025-02-05
533,piggs peak,-25.9667,31.25,17.79,97,100,0.64,SZ,2025-02-05
534,kodinsk,58.6881,99.1844,-14.15,84,100,3.22,RU,2025-02-05
535,ploudalmezeau,48.5333,-4.65,4.21,93,0,1.03,FR,2025-02-05
536,candido mendes,-1.4467,-45.7167,23.76,97,100,0.65,BR,2025-02-05
537,nyurba,63.2842,118.3319,-35.61,100,90,2.04,RU,2025-02-05
538,san julian,21.0167,-102.1667,18.34,22,48,3.06,MX,2025-02-05
539,at taraf,25.3628,49.725,9.3,25,5,3.31,SA,2025-02-05
540,inari,68.906,27.0288,-13.39,85,100,6.01,FI,2025-02-05
541,yanchep,-31.55,115.6833,30.43,35,1,4.63,AU,2025-02-05
542,viedma,-40.8135,-62.9967,17.28,50,1,5.06,AR,2025-02-05
543,priozersk,61.0393,30.1291,-14.39,65,100,3.25,RU,2025-02-05
544,mufulira,-12.5498,28.2407,16.57,98,100,0.43,ZM,2025-02-05
545,mili,6.0815,171.735,26.97,84,100,9.55,MH,2025-02-05
546,leirvik,59.7798,5.5005,7.57,87,100,10.29,NO,2025-02-05
547,cudillero,43.5622,-6.1459,7.51,87,0,3.09,ES,2025-02-05
548,aioun,16.6614,-9.6149,17.18,16,73,4.86,MR,2025-02-05
549,kimbe,-5.5502,150.1429,24.99,94,100,1.72,PG,2025-02-05
550,brookings,44.3114,-96.7984,-14.41,70,0,4.12,US,2025-02-05
551,general conesa,-40.1,-64.4333,20.84,36,99,8.68,AR,2025-02-05
552,fish town,5.1964,-7.8756,21.54,92,48,1.13,LR,2025-02-05
553,kuta,-8.7233,115.1723,28.97,94,20,1.54,ID,2025-02-05
554,panorama,40.5878,23.0315,4.7,88,75,1.03,GR,2025-02-05
555,wakkanai,45.4094,141.6739,-2.01,80,75,1.54,JP,2025-02-05
556,mingshui,36.7167,117.5,-4.33,21,0,3.5,CN,2025-02-05
557,alice springs,-23.7,133.8833,34.75,24,3,9.77,AU,2025-02-05
558,placido de castro,-10.3353,-67.1856,22.81,95,84,0.85,BR,2025-02-05
559,remire-montjoly,4.9167,-52.2667,24.02,100,100,1.03,GF,2025-02-05
560,navirai,-23.065,-54.1906,22.35,97,99,2.68,BR,2025-02-05
561,malango,-2.9627,119.9001,28.13,53,81,1.76,ID,2025-02-05
562,fort st. john,56.2499,-120.8529,-29.06,76,0,2.06,CA,2025-02-05
563,palmer,42.1584,-72.3287,-2.47,47,3,1.79,US,2025-02-05
